GeneID	expCompName	USD
5127	12452_13670	S
5129	12452_13671	S
5218	12452_13672	S
5915	12452_13673	S
8621	12452_13674	S
22858	12452_13675	S
23552	12452_13676	S
51755	12452_13677	S
55147	12452_13678	S
65061	12452_13679	S
390937	12452_13680	S
445577	12452_13681	S
100996747	12452_13682	S
114793	12452_13683	S
642636	12452_13684	S
2000	12452_13685	S
2114	12452_13686	S
10263	12452_13687	S
9892	12452_13688	S
3948	12452_13689	S
5527	12452_13690	S
6714	12452_13691	S
9085	12452_13692	S
9426	12452_13693	S
84969	12452_13694	S
160287	12452_13695	S
203611	12452_13696	S
253175	12452_13697	S
283219	12452_13698	S
100506248	12452_13699	S
131870	12452_13700	S
8672	12452_13701	S
199746	12452_13702	S
1073	12452_13703	S
4208	12452_13704	S
6927	12452_13705	S
6928	12452_13706	S
441155	12452_13707	S
7004	12452_13708	S
7005	12452_13709	S
64375	12452_13710	S
54474	12452_13711	S
2946	12452_13712	S
4066	12452_13713	S
4103	12452_13714	S
4109	12452_13715	S
8463	12452_13716	S
90957	12452_13717	S
6907	12452_13718	S
90665	12452_13719	S
79585	12452_13720	S
5313	12452_13721	S
10620	12452_13722	S
54014	12452_13723	S
84717	12452_13724	S
122011	12452_13725	S
92421	12452_13726	S
9513	12452_13727	S
2332	12452_13728	S
3216	12452_13729	S
5161	12452_13730	S
26576	12452_13731	S
4862	12452_13732	S
146857	12452_13733	S
810	12452_13734	S
7125	12452_13735	S
346288	12452_13736	S
84932	12452_13737	S
400966	12452_13738	S
729857	12452_13739	S
11127	12452_13740	S
221458	12452_13741	S
644591	12452_13742	S
645142	12452_13743	S
653505	12452_13744	S
653598	12452_13745	S
728945	12452_13746	S
730262	12452_13747	S
63916	12452_13748	S
3164	12452_13749	UU
1958	12452_13750	U
2353	12452_13751	UU
59269	12452_13752	UU
1959	12452_13753	U
8013	12452_13754	U
11157	12452_13755	UU
11260	12452_13756	U
23215	12452_13757	U
27153	12452_13758	U
6048	12452_13759	UU
6166	12452_13760	U
9278	12452_13761	UU
29093	12452_13762	U
51651	12452_13763	U
64326	12452_13764	U
11160	12452_13765	U
1960	12452_13766	U
4791	12452_13767	U
8629	12452_13768	U
25813	12452_13769	U
27245	12452_13770	U
5905	12452_13771	UU
9757	12452_13772	U
10181	12452_13773	U
11079	12452_13774	U
22931	12452_13775	U
25836	12452_13776	U
56259	12452_13777	U
79751	12452_13778	U
83733	12452_13779	U
